run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
1	1.0	30.0	0.0	30.0	250.00025008339435	1.0	250.00025062495845
1	1.0	30.0	0.0	30.0	250.00014324998483	1.0	250.0001437917817
2	1.0	30.0	0.0	30.0	40.000134041765705	1.0	40.00013458332978
1	1.0	30.0	0.0	30.0	215.0001340417657	1.0	215.0001345416531
